Código - Nome,Turma,Vagas,Número créditos aula teórica,Número de créditos aula prática,Número de turmas agrupadas aula teórica,Turmas teóricas agrupadas,Número de turmas agrupadas aula prática,Turmas práticas agrupadas,Número de professores,Professor,Formato,Indicação de professor,Indicação de Horário,Ambiente,Carga Didática,Vagas Efetivas,Observações
EMB5103 - Transmissão de Calor I,05606,25,2,2,2,05604/05606,2,05604/05606,1,Renato Oba,2+2,Coord. Aeroespacial,Departamento,Sala Comum,2.00,25,
EMB5106 - Máquinas de Fluxo e Propulsão,07602,25,2,2,1,07602,1,07602,1,Talita Sauter Possamai,2+2,Coord. Aeroespacial,Departamento,Sala Comum,4.00,25,
EMB5401 - Estruturas Aeroespaciais,07602,40,2,2,1,07602,1,07602,1,Marcos Alves Rabelo,2+2,Coord. Aeroespacial,Coord. Aeroespacial,Sala Comum,4.00,40,
EMB5405 - Mecânica do Vôo,07602,40,2,2,1,07602,1,07602,1,Antônio Otaviano Dourado,2+2,Coord. Aeroespacial,Coord. Aeroespacial,Sala Comum,4.00,40,
EMB5406 - Introdução à Engenharia Aeroespacial,01602,40,2,,1,01602,1,01602,1,Juan Pablo de Lima Costa Salazar,2,Coord. Aeroespacial,Coord. Aeroespacial,Sala Comum,2.00,40,
EMB5407 - Ambiente Espacial,05602,40,2,,1,05602,1,05602,1,Helton da Silva Gaspar,2,Coord. Aeroespacial,Coord. Aeroespacial,Sala Comum,2.00,40,
EMB5410 - Mecânica do Vôo Espacial,08602,40,2,2,1,08602,1,08602,1,Helton da Silva Gaspar,2+2,Coord. Aeroespacial,Coord. Aeroespacial,Sala Comum,4.00,40,
EMB5411 - Mecânica dos Sólidos Computacional,08602,40,2,2,1,08602,1,08602,1,Marcos Alves Rabelo,2+2,Coord. Aeroespacial,Coord. Aeroespacial,Sala Comum,4.00,40,
EMB5412 - Propulsão Aeroespacial I,08602,40,2,2,1,08602,1,08602,1,Talita Sauter Possamai,2+2,Coord. Aeroespacial,Coord. Aeroespacial,Sala Comum,4.00,40,
EMB5413 - Mecânica dos Fluidos Computacional,08602,40,2,2,1,08602,1,08602,1,Ernane Silva,2+2,Coord. Aeroespacial,Coord. Aeroespacial,Sala Comum,4.00,40,
EMB5414 - Propulsão Aeroespacial II,09602,40,2,2,1,09602,1,09602,1,Juan Pablo de Lima Costa Salazar,2+2,Coord. Aeroespacial,Coord. Aeroespacial,Sala Comum,4.00,40,
EMB5415 - Propulsão Aeroespacial III,09602,40,2,2,1,09602,1,09602,1,Eduardo de Carli da Silva,2+2,Coord. Aeroespacial,Coord. Aeroespacial,Sala Comum,4.00,40,
EMB5416 - Engenharia de Veículos Aeroespaciais,09602,40,2,2,1,09602,1,09602,1,Rafael Gigena Cuenca,2+2,Coord. Aeroespacial,Coord. Aeroespacial,Sala Comum,4.00,40,
EMB5418 - Aerotermodinâmica e Hipersônica,08602,40,2,2,1,08602,1,08602,1,Juan Pablo de Lima Costa Salazar,2+2,Coord. Aeroespacial,Coord. Aeroespacial,Sala Comum,4.00,40,
EMB5423 - Aerodinâmica,05602,40,2,2,1,05602,1,05602,1,Rafael Gigena Cuenca,2+2,Coord. Aeroespacial,Coord. Aeroespacial,Sala Comum,4.00,40,
EMB5424 - Acústica para Engenharia Aeroespacial,08602,40,2,2,1,08602,1,08602,1,Filipe Dutra da Silva,2+2,Coord. Aeroespacial,preencher,Sala Comum,4.00,40,
EMB5425 - Engenharia de Plataformas Orbitais,09602,40,2,2,1,09602,1,09602,1,Kleber Vieira de Paiva,2+2,Coord. Aeroespacial,preencher,Sala Comum,4.00,40,
EMB5431 - Fundamentos de Combustão,07602,25,2,2,2,06603/07602,2,06603/07602,1,Rafael de Camargo Catapan,2+2,Coord. Aeroespacial,preencher,Sala Comum,2.00,25,
EMB5431 - Fundamentos de Combustão,06603,25,2,2,2,06603/07602,2,06603/07602,1,Rafael de Camargo Catapan,2+2,Coord. Aeroespacial,preencher,Sala Comum,2.00,25,
EMB5433 - Transferência de Calor II,06602,40,3,,1,06602,1,06602,1,Kleber Vieira de Paiva,3,Coord. Aeroespacial,Coord. Aeroespacial,Sala Comum,3.00,40,
EMB5436 - Escoamento Compressíveis,06602,40,2,2,1,06602,1,06602,1,Renato Oba,2+2,Coord. Aeroespacial,preencher,Sala Comum,4.00,40,
EMB5443 - Estágio Curricular Obrigatório I,10602,,,,1,10602,1,10602,1,Roberto Simoni,,Coord. Aeroespacial,preencher,,0.00,0,
EMB5444 - Estágio Curricular Obrigatório II,10602,,,,1,10602,1,10602,1,Roberto Simoni,,Coord. Aeroespacial,preencher,,0.00,0,
EMB5001 - Cálculo Diferencial e Integral I,01601,30,2,2,2,01601/01604,2,01601/01604,1,Alexandre Mikowski,2+2,Área da Matemática,Departamento,Sala Comum,2.00,30,
EMB5001 - Cálculo Diferencial e Integral I,01602,25,2,2,2,01602/01605,2,01602/01605,1,Rafael Machado Casali,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5001 - Cálculo Diferencial e Integral I,01603,25,2,2,2,01603/01606,2,01603/01606,1,Victor Simões Barbosa,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5001 - Cálculo Diferencial e Integral I,01604,20,2,2,2,01601/01604,2,01601/01604,1,Alexandre Mikowski,2+2,Área da Matemática,Departamento,Sala Comum,2.00,20,
EMB5001 - Cálculo Diferencial e Integral I,01605,25,2,2,2,01602/01605,2,01602/01605,1,Rafael Machado Casali,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5001 - Cálculo Diferencial e Integral I,01606,25,2,2,2,01603/01606,2,01603/01606,1,Victor Simões Barbosa,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5001 - Cálculo Diferencial e Integral I,01607,25,2,2,2,01607/01608,2,01607/01608,1,Alexandre Mikowski,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5001 - Cálculo Diferencial e Integral I,01608,25,2,2,2,01607/01608,2,01607/01608,1,Alexandre Mikowski,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5001 - Cálculo Diferencial e Integral I,99601G,50,2,2,1,99601G,1,99601G,1,Thales Maier de Souza,2+2,Área da Matemática,Departamento,Sala Comum,4.00,50,
EMB5005 - Geometria Analítica,01601,30,2,2,2,01601/01604,2,01601/01604,1,Leonardo Moreto Elias,2+2,Área da Matemática,Departamento,Sala Comum,2.00,30,
EMB5005 - Geometria Analítica,01602,25,2,2,2,01602/01605,2,01602/01605,1,Marielle Aparecida Silva,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5005 - Geometria Analítica,01603,25,2,2,2,01603/01606,2,01603/01606,1,Marielle Aparecida Silva,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5005 - Geometria Analítica,01604,20,2,2,2,01601/01604,2,01601/01604,1,Leonardo Moreto Elias,2+2,Área da Matemática,Departamento,Sala Comum,2.00,20,
EMB5005 - Geometria Analítica,01605,25,2,2,2,01602/01605,2,01602/01605,1,Marielle Aparecida Silva,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5005 - Geometria Analítica,01606,25,2,2,2,01603/01606,2,01603/01606,1,Marielle Aparecida Silva,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5005 - Geometria Analítica,01607,25,2,2,2,01607/01608,2,01607/01608,1,Luiz Gustavo Cordeiro,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5005 - Geometria Analítica,01608,25,2,2,2,01607/01608,2,01607/01608,1,Luiz Gustavo Cordeiro,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5005 - Geometria Analítica,99601G,50,2,2,1,99601G,1,99601G,1,Leonardo Moreto Elias,2+2,Área da Matemática,Departamento,Sala Comum,4.00,50,
EMB5007 - Álgebra Linear,02601,20,2,2,2,02601/02604,2,02601/02604,1,Marielle Aparecida Silva,2+2,Área da Matemática,Departamento,Sala Comum,2.00,20,
EMB5007 - Álgebra Linear,02602,25,2,2,2,02602/02605,2,02602/02605,1,Susie Cristine Keller,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5007 - Álgebra Linear,02603,25,2,2,2,02603/02606,2,02603/02606,1,Susie Cristine Keller,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5007 - Álgebra Linear,02604,25,2,2,2,02601/02604,2,02601/02604,1,Marielle Aparecida Silva,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5007 - Álgebra Linear,02605,25,2,2,2,02602/02605,2,02602/02605,1,Susie Cristine Keller,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5007 - Álgebra Linear,02606,25,2,2,2,02603/02606,2,02603/02606,1,Susie Cristine Keller,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5007 - Álgebra Linear,02607,25,2,2,2,02607/02608,2,02607/02608,1,Rafael Machado Casali,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5007 - Álgebra Linear,02608,25,2,2,2,02607/02608,2,02607/02608,1,Rafael Machado Casali,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5014 - Séries e Equações Diferenciais,04601,20,2,2,3,04601/04602/04604,3,04601/04602/04604,1,Diogo Nardelli Siebert,2+2,Área da Matemática,Departamento,Sala Comum,1.33,20,
EMB5014 - Séries e Equações Diferenciais,04602,25,2,2,3,04601/04602/04604,3,04601/04602/04604,1,Diogo Nardelli Siebert,2+2,Área da Matemática,Departamento,Sala Comum,1.33,25,
EMB5014 - Séries e Equações Diferenciais,04603,25,2,2,2,04603/04606,2,04603/04606,1,Diogo Lôndero da Silva,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5014 - Séries e Equações Diferenciais,04604,20,2,2,3,04601/04602/04604,3,04601/04602/04604,1,Diogo Nardelli Siebert,2+2,Área da Matemática,Departamento,Sala Comum,1.33,20,
EMB5014 - Séries e Equações Diferenciais,04605,25,2,2,3,04605/04607/04608,3,04605/04607/04608,1,Diogo Lôndero da Silva,2+2,Área da Matemática,Departamento,Sala Comum,1.33,25,
EMB5014 - Séries e Equações Diferenciais,04606,25,2,2,2,04603/04606,2,04603/04606,1,Diogo Lôndero da Silva,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5014 - Séries e Equações Diferenciais,04607,25,2,2,3,04605/04607/04608,3,04605/04607/04608,1,Diogo Lôndero da Silva,2+2,Área da Matemática,Departamento,Sala Comum,1.33,25,
EMB5014 - Séries e Equações Diferenciais,04608,25,2,2,3,04605/04607/04608,3,04605/04607/04608,1,Diogo Lôndero da Silva,2+2,Área da Matemática,Departamento,Sala Comum,1.33,25,
EMB5014 - Séries e Equações Diferenciais,04601G,50,2,2,1,04601G,1,04601G,1,Thales Maier de Souza,2+2,Área da Matemática,Departamento,Sala Comum,4.00,50,
EMB5016 - Cálculo Numérico,03601,20,2,2,3,03601/03605/03601G,3,03601/03605/03601G,1,Luiz Gustavo Cordeiro,2+2,Área da Matemática,Departamento,Sala Comum + Laboratório Informática,1.33,20,
EMB5016 - Cálculo Numérico,03602,25,2,2,4,03602/03603/03604/03606,2,03602/03604,1,Diogo Nardelli Siebert,2+2,Área da Matemática,Departamento,Sala Comum + Laboratório Informática,1.50,25,
EMB5016 - Cálculo Numérico,03603,25,2,2,4,03602/03603/03604/03606,2,03603/03606,1,Diogo Nardelli Siebert,2+2,Área da Matemática,Departamento,Sala Comum + Laboratório Informática,1.00,25,
EMB5016 - Cálculo Numérico,03604,20,2,2,4,03602/03603/03604/03606,2,03602/03604,1,Diogo Nardelli Siebert,2+2,Área da Matemática,Departamento,Sala Comum + Laboratório Informática,1.50,20,
EMB5016 - Cálculo Numérico,03605,20,2,2,3,03601/03605/03601G,3,03601/03605/03601G,1,Luiz Gustavo Cordeiro,2+2,Área da Matemática,Departamento,Sala Comum + Laboratório Informática,1.33,20,
EMB5016 - Cálculo Numérico,03606,25,2,2,4,03602/03603/03604/03606,2,03603/03606,1,Diogo Nardelli Siebert,2+2,Área da Matemática,Departamento,Sala Comum + Laboratório Informática,1.00,25,
EMB5016 - Cálculo Numérico,03607,25,2,2,2,03607/03608,2,03607/03608,1,Alexandre Miers Zabot,2+2,Área da Matemática,Departamento,Sala Comum + Laboratório Informática,2.00,25,
EMB5016 - Cálculo Numérico,03608,25,2,2,2,03607/03608,2,03607/03608,1,Alexandre Miers Zabot,2+2,Área da Matemática,Departamento,Sala Comum + Laboratório Informática,2.00,25,
EMB5016 - Cálculo Numérico,03601G,10,2,2,3,03601/03605/03601G,3,03601/03605/03601G,1,Luiz Gustavo Cordeiro,2+2,Área da Matemática,Departamento,Sala Comum + Laboratório Informática,1.33,10,
EMB5029 - Cálculo Diferencial e Integral II,02601,25,2,2,2,02601/02604,2,02601/02604,1,César Augusto Bortot,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5029 - Cálculo Diferencial e Integral II,02602,20,2,2,2,02602/02605,2,02602/02605,1,Leonardo Moreto Elias,2+2,Área da Matemática,Departamento,Sala Comum,2.00,20,
EMB5029 - Cálculo Diferencial e Integral II,02603,25,2,2,2,02603/02606,2,02603/02606,1,Marielle Aparecida Silva,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5029 - Cálculo Diferencial e Integral II,02604,20,2,2,2,02601/02604,2,02601/02604,1,César Augusto Bortot,2+2,Área da Matemática,Departamento,Sala Comum,2.00,20,
EMB5029 - Cálculo Diferencial e Integral II,02605,25,2,2,2,02602/02605,2,02602/02605,1,Leonardo Moreto Elias,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5029 - Cálculo Diferencial e Integral II,02606,25,2,2,2,02603/02606,2,02603/02606,1,Marielle Aparecida Silva,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5029 - Cálculo Diferencial e Integral II,02607,25,2,2,2,02607/02608,2,02607/02608,1,César Augusto Bortot,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5029 - Cálculo Diferencial e Integral II,02608,25,2,2,2,02607/02608,2,02607/02608,1,César Augusto Bortot,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5030 - Cálculo Vetorial,03601,20,2,2,3,03601/03605/03608,3,03601/03605/03608,1,Roberto Simoni,2+2,Área da Matemática,Departamento,Sala Comum,1.33,20,
EMB5030 - Cálculo Vetorial,03602,25,2,2,3,03602/03603/03606,3,03602/03603/03606,1,Victor Simões Barbosa,2+2,Área da Matemática,Departamento,Sala Comum,1.33,25,
EMB5030 - Cálculo Vetorial,03603,25,2,2,3,03602/03603/03606,3,03602/03603/03606,1,Victor Simões Barbosa,2+2,Área da Matemática,Departamento,Sala Comum,1.33,25,
EMB5030 - Cálculo Vetorial,03604,25,2,2,2,03604/03607,2,03604/03607,1,Romulo Alberto Castillo Cardenas,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5030 - Cálculo Vetorial,03605,20,2,2,3,03601/03605/03608,3,03601/03605/03608,1,Roberto Simoni,2+2,Área da Matemática,Departamento,Sala Comum,1.33,20,
EMB5030 - Cálculo Vetorial,03606,25,2,2,3,03602/03603/03606,3,03602/03603/03606,1,Victor Simões Barbosa,2+2,Área da Matemática,Departamento,Sala Comum,1.33,25,
EMB5030 - Cálculo Vetorial,03607,25,2,2,2,03604/03607,2,03604/03607,1,Romulo Alberto Castillo Cardenas,2+2,Área da Matemática,Departamento,Sala Comum,2.00,25,
EMB5030 - Cálculo Vetorial,03608,25,2,2,3,03601/03605/03608,3,03601/03605/03608,1,Roberto Simoni,2+2,Área da Matemática,Departamento,Sala Comum,1.33,25,
EMB5011 - Estática,03601,20,2,2,3,03601/03605/03608,3,03601/03605/03608,1,Rafael Gallina Delatorre,2+2,Área da Física,Departamento,Sala Comum,1.33,20,
EMB5011 - Estática,03602,25,2,2,3,03602/03603/03606,3,03602/03603/03606,1,Luis Orlando Emerich dos Santos,2+2,Área da Física,Departamento,Sala Comum,1.33,25,
EMB5011 - Estática,03603,30,2,2,3,03602/03603/03606,3,03602/03603/03606,1,Luis Orlando Emerich dos Santos,2+2,Área da Física,Departamento,Sala Comum,1.33,30,
EMB5011 - Estática,03604,25,2,2,2,03604/03607,2,03604/03607,1,Luis Orlando Emerich dos Santos,2+2,Área da Física,Departamento,Sala Comum,2.00,25,
EMB5011 - Estática,03605,20,2,2,3,03601/03605/03608,3,03601/03605/03608,1,Rafael Gallina Delatorre,2+2,Área da Física,Departamento,Sala Comum,1.33,20,
EMB5011 - Estática,03606,30,2,2,3,03602/03603/03606,3,03602/03603/03606,1,Luis Orlando Emerich dos Santos,2+2,Área da Física,Departamento,Sala Comum,1.33,30,
EMB5011 - Estática,03607,25,2,2,2,03604/03607,2,03604/03607,1,Luis Orlando Emerich dos Santos,2+2,Área da Física,Departamento,Sala Comum,2.00,25,
EMB5011 - Estática,03608,30,2,2,3,03601/03605/03608,3,03601/03605/03608,1,Rafael Gallina Delatorre,2+2,Área da Física,Departamento,Sala Comum,1.33,30,
EMB5034 - Física I,01601,30,2,2,2,01601/01604,2,01601/01604,1,João Carlos Xavier,2+2,Área da Física,Departamento,Sala Comum,2.00,30,
EMB5034 - Física I,01602,25,2,2,2,01602/01605,2,01602/01605,1,Fátima Araujo Machado,2+2,Área da Física,Departamento,Sala Comum,2.00,25,
EMB5034 - Física I,01603,25,2,2,2,01603/01606,2,01603/01606,1,João Carlos Xavier,2+2,Área da Física,Departamento,Sala Comum,2.00,25,
EMB5034 - Física I,01604,20,2,2,2,01601/01604,2,01601/01604,1,João Carlos Xavier,2+2,Área da Física,Departamento,Sala Comum,2.00,20,
EMB5034 - Física I,01605,25,2,2,2,01602/01605,2,01602/01605,1,Fátima Araujo Machado,2+2,Área da Física,Departamento,Sala Comum,2.00,25,
EMB5034 - Física I,01606,25,2,2,2,01603/01606,2,01603/01606,1,João Carlos Xavier,2+2,Área da Física,Departamento,Sala Comum,2.00,25,
EMB5034 - Física I,01607,25,2,2,2,01607/01608,2,01607/01608,1,Fátima Araujo Machado,2+2,Área da Física,Departamento,Sala Comum,2.00,25,
EMB5034 - Física I,01608,25,2,2,2,01607/01608,2,01607/01608,1,Fátima Araujo Machado,2+2,Área da Física,Departamento,Sala Comum,2.00,25,
EMB5034 - Física I,99601G,65,2,2,1,99601G,1,99601G,1,Alexandre Miers Zabot,2+2,Área da Física,Departamento,Sala Comum,4.00,65,
EMB5039 - Física II,02601,20,2,2,3,02601/02602/02604,3,02601/02602/02604,1,Maria Simone Kugeratski Souza,2+2,Área da Física,Departamento,Sala Comum,1.33,20,
EMB5039 - Física II,02602,20,2,2,3,02601/02602/02604,3,02601/02602/02604,1,Maria Simone Kugeratski Souza,2+2,Área da Física,Departamento,Sala Comum,1.33,20,
EMB5039 - Física II,02603,25,2,2,2,02603/02605,2,02603/02605,1,Rafael Gallina Delatorre,2+2,Área da Física,Departamento,Sala Comum,2.00,25,
EMB5039 - Física II,02604,25,2,2,3,02601/02602/02604,3,02601/02602/02604,1,Maria Simone Kugeratski Souza,2+2,Área da Física,Departamento,Sala Comum,1.33,25,
EMB5039 - Física II,02605,25,2,2,2,02603/02605,2,02603/02605,1,Rafael Gallina Delatorre,2+2,Área da Física,Departamento,Sala Comum,2.00,25,
EMB5039 - Física II,02606,25,2,2,3,02606/02607/02608,3,02606/02607/02608,1,Maria Simone Kugeratski Souza,2+2,Área da Física,Departamento,Sala Comum,1.33,25,
EMB5039 - Física II,02607,25,2,2,3,02606/02607/02608,3,02606/02607/02608,1,Maria Simone Kugeratski Souza,2+2,Área da Física,Departamento,Sala Comum,1.33,25,
EMB5039 - Física II,02608,25,2,2,3,02606/02607/02608,3,02606/02607/02608,1,Maria Simone Kugeratski Souza,2+2,Área da Física,Departamento,Sala Comum,1.33,25,
EMB5041 - Dinâmica,04602,20,2,1,3,04602/04604/04607,3,04602/04604/04607,1,Helton da Silva Gaspar,2+1,Área da Física,Departamento,Sala Comum,1.00,20,
EMB5041 - Dinâmica,04603,30,2,1,3,04603/04605/04606,3,04603/04605/04606,1,Luis Orlando Emerich dos Santos,2+1,Área da Física,Departamento,Sala Comum,1.00,20,
EMB5041 - Dinâmica,04604,25,2,1,3,04602/04604/04607,3,04602/04604/04607,1,Helton da Silva Gaspar,2+1,Área da Física,Departamento,Sala Comum,1.00,20,
EMB5041 - Dinâmica,04605,20,2,1,3,04603/04605/04606,3,04603/04605/04606,1,Luis Orlando Emerich dos Santos,2+1,Área da Física,Departamento,Sala Comum,1.00,20,
EMB5041 - Dinâmica,04606,20,2,1,3,04603/04605/04606,3,04603/04605/04606,1,Luis Orlando Emerich dos Santos,2+1,Área da Física,Departamento,Sala Comum,1.00,20,
EMB5041 - Dinâmica,04607,15,2,1,3,04602/04604/04607,3,04602/04604/04607,1,Helton da Silva Gaspar,2+1,Área da Física,Departamento,Sala Comum,1.00,20,
EMB5043 - Física III,04608,15,2,2,3,04605/04607/04608,3,04605/04607/04608,1,Diego Alexandre Duarte,2+2,Área da Física,Departamento,Sala Comum,1.00,20,
EMB5043 - Física III,04605,20,2,2,3,04605/04607/04608,3,04605/04607/04608,1,Diego Alexandre Duarte,2+2,Área da Física,Departamento,Sala Comum,1.00,20,
EMB5043 - Física III,04607,15,2,2,3,04605/04607/04608,3,04605/04607/04608,1,Diego Alexandre Duarte,2+2,Área da Física,Departamento,Sala Comum,1.00,20,
EMB5043 - Física III,04606,20,2,2,2,03603/04606,2,03603/04606,1,João Carlos Xavier,2+2,Área da Física,Departamento,Sala Comum,1.00,20,
EMB5043 - Física III,04601,15,2,2,3,04601/04602/04604,3,04601/04602/04604,1,Diego Alexandre Duarte,2+2,Área da Física,Departamento,Sala Comum,1.00,20,
EMB5043 - Física III,04602,20,2,2,3,04601/04602/04604,3,04601/04602/04604,1,Diego Alexandre Duarte,2+2,Área da Física,Departamento,Sala Comum,1.00,20,
EMB5043 - Física III,04604,15,2,2,3,04601/04602/04604,3,04601/04602/04604,1,Diego Alexandre Duarte,2+2,Área da Física,Departamento,Sala Comum,1.00,20,
EMB5043 - Física III,03603,20,2,2,2,03603/04606,2,03603/04606,1,João Carlos Xavier,2+2,Área da Física,Departamento,Sala Comum,1.00,20,
